KB672413	AALBS	CDS	5	6664	.	-	0	AALB000001-RA	AALB000001-PA	AALB000001	AALBS:000001
KB672413	AALBS	CDS	1465804	1466069	.	-	1	AALB000086-RA	AALB000086-PA	AALB000086	AALBS:000086
KB672413	AALBS	CDS	1464354	1464469	.	-	2	AALB000086-RA	AALB000086-PA	AALB000086	AALBS:000086
KB672413	AALBS	CDS	1527114	1527327	.	-	0	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1526905	1527039	.	-	2	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1524299	1525636	.	-	2	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1523994	1524233	.	-	2	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1523779	1523896	.	-	2	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1523336	1523693	.	-	1	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1523210	1523250	.	-	0	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1519254	1519994	.	-	1	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1518682	1519183	.	-	1	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1518162	1518599	.	-	0	AALB000087-RA	AALB000087-PA	AALB000087	AALBS:000087
KB672413	AALBS	CDS	1659036	1659063	.	+	0	AALB000090-RA	AALB000090-PA	AALB000090	AALBS:000090
KB672413	AALBS	CDS	1659127	1659704	.	+	2	AALB000090-RA	AALB000090-PA	AALB000090	AALBS:000090
KB672413	AALBS	CDS	1659783	1660109	.	+	0	AALB000090-RA	AALB000090-PA	AALB000090	AALBS:000090
KB672413	AALBS	CDS	1662312	1662329	.	-	0	AALB000091-RA	AALB000091-PA	AALB000091	AALBS:000091
KB672413	AALBS	CDS	1660815	1661590	.	-	0	AALB000091-RA	AALB000091-PA	AALB000091	AALBS:000091
KB672413	AALBS	CDS	1660495	1660636	.	-	1	AALB000091-RA	AALB000091-PA	AALB000091	AALBS:000091
KB672413	AALBS	CDS	1666709	1666990	.	-	0	AALB000092-RA	AALB000092-PA	AALB000092	AALBS:000092
KB672413	AALBS	CDS	1670003	1670314	.	+	0	AALB000094-RA	AALB000094-PA	AALB000094	AALBS:000094
KB672413	AALBS	CDS	1670386	1670793	.	+	0	AALB000094-RA	AALB000094-PA	AALB000094	AALBS:000094
KB672413	AALBS	CDS	1670812	1670916	.	+	0	AALB000094-RA	AALB000094-PA	AALB000094	AALBS:000094
KB672413	AALBS	CDS	1671926	1673380	.	-	0	AALB000095-RA	AALB000095-PA	AALB000095	AALBS:000095
KB672413	AALBS	CDS	1687217	1687739	.	+	0	AALB000096-RA	AALB000096-PA	AALB000096	AALBS:000096
KB672413	AALBS	CDS	1687819	1688024	.	+	2	AALB000096-RA	AALB000096-PA	AALB000096	AALBS:000096
KB672413	AALBS	CDS	1688215	1688819	.	+	0	AALB000096-RA	AALB000096-PA	AALB000096	AALBS:000096
KB672413	AALBS	CDS	1688892	1689174	.	+	1	AALB000096-RA	AALB000096-PA	AALB000096	AALBS:000096
KB672413	AALBS	CDS	1704054	1704365	.	+	0	AALB000097-RA	AALB000097-PA	AALB000097	AALBS:000097
KB672413	AALBS	CDS	1704418	1704544	.	+	0	AALB000097-RA	AALB000097-PA	AALB000097	AALBS:000097
KB672413	AALBS	CDS	1704562	1704774	.	+	2	AALB000097-RA	AALB000097-PA	AALB000097	AALBS:000097
KB672413	AALBS	CDS	1706529	1706836	.	+	2	AALB000097-RA	AALB000097-PA	AALB000097	AALBS:000097
KB672413	AALBS	CDS	1719830	1720959	.	-	0	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1719370	1719594	.	-	1	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1719164	1719306	.	-	1	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1718930	1719090	.	-	2	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1718242	1718861	.	-	0	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1716735	1716750	.	-	1	AALB000098-RA	AALB000098-PA	AALB000098	AALBS:000098
KB672413	AALBS	CDS	1721588	1721641	.	+	0	AALB000099-RA	AALB000099-PA	AALB000099	AALBS:000099
KB672413	AALBS	CDS	1721892	1722022	.	+	0	AALB000099-RA	AALB000099-PA	AALB000099	AALBS:000099
KB672413	AALBS	CDS	1722105	1722154	.	+	1	AALB000099-RA	AALB000099-PA	AALB000099	AALBS:000099
KB672413	AALBS	CDS	1723021	1723025	.	+	2	AALB000099-RA	AALB000099-PA	AALB000099	AALBS:000099
KB672413	AALBS	CDS	1737610	1737754	.	-	0	AALB000103-RA	AALB000103-PA	AALB000103	AALBS:000103
KB672413	AALBS	CDS	1737409	1737487	.	-	2	AALB000103-RA	AALB000103-PA	AALB000103	AALBS:000103
KB672413	AALBS	CDS	1737150	1737303	.	-	1	AALB000103-RA	AALB000103-PA	AALB000103	AALBS:000103
KB672413	AALBS	CDS	1757636	1757661	.	-	0	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1754767	1754861	.	-	1	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1753927	1754076	.	-	2	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1752118	1752609	.	-	2	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1751603	1751800	.	-	2	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1748689	1748850	.	-	2	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1747067	1747307	.	-	2	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1746006	1746969	.	-	1	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1745433	1745938	.	-	0	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1745046	1745358	.	-	1	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1744737	1744982	.	-	0	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1742838	1743043	.	-	0	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1742668	1742770	.	-	1	AALB000104-RA	AALB000104-PA	AALB000104	AALBS:000104
KB672413	AALBS	CDS	1775090	1775305	.	-	0	AALB000105-RA	AALB000105-PA	AALB000105	AALBS:000105
KB672413	AALBS	CDS	1774759	1775019	.	-	0	AALB000105-RA	AALB000105-PA	AALB000105	AALBS:000105
KB672413	AALBS	CDS	1774466	1774678	.	-	0	AALB000105-RA	AALB000105-PA	AALB000105	AALBS:000105
KB672413	AALBS	CDS	1774156	1774392	.	-	0	AALB000105-RA	AALB000105-PA	AALB000105	AALBS:000105
KB672413	AALBS	CDS	1826751	1827050	.	+	0	AALB000108-RA	AALB000108-PA	AALB000108	AALBS:000108
KB672413	AALBS	CDS	1828126	1828571	.	+	0	AALB000108-RA	AALB000108-PA	AALB000108	AALBS:000108
KB672413	AALBS	CDS	1828702	1829008	.	+	1	AALB000108-RA	AALB000108-PA	AALB000108	AALBS:000108
KB672413	AALBS	CDS	1861949	1862183	.	-	0	AALB000109-RA	AALB000109-PA	AALB000109	AALBS:000109
KB672413	AALBS	CDS	1856897	1857519	.	-	2	AALB000109-RA	AALB000109-PA	AALB000109	AALBS:000109
KB672413	AALBS	CDS	1856349	1856807	.	-	0	AALB000109-RA	AALB000109-PA	AALB000109	AALBS:000109
KB672413	AALBS	CDS	1896591	1896739	.	+	0	AALB000110-RA	AALB000110-PA	AALB000110	AALBS:000110
KB672413	AALBS	CDS	1897697	1897923	.	+	1	AALB000110-RA	AALB000110-PA	AALB000110	AALBS:000110
KB672413	AALBS	CDS	1898540	1899084	.	+	2	AALB000110-RA	AALB000110-PA	AALB000110	AALBS:000110
KB672413	AALBS	CDS	1903675	1904109	.	+	0	AALB000111-RA	AALB000111-PA	AALB000111	AALBS:000111
KB672413	AALBS	CDS	1904182	1904605	.	+	0	AALB000111-RA	AALB000111-PA	AALB000111	AALBS:000111
KB672413	AALBS	CDS	1904687	1904874	.	+	2	AALB000111-RA	AALB000111-PA	AALB000111	AALBS:000111
KB672413	AALBS	CDS	1909346	1909642	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1909722	1910025	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1910092	1910372	.	+	2	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1910446	1910721	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1910788	1911176	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1911452	1912000	.	+	1	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1912061	1912211	.	+	1	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1912281	1913289	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1913360	1913613	.	+	2	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1913681	1914063	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1914135	1914519	.	+	1	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1914595	1915089	.	+	0	AALB000112-RA	AALB000112-PA	AALB000112	AALBS:000112
KB672413	AALBS	CDS	1916233	1916322	.	-	0	AALB000113-RA	AALB000113-PA	AALB000113	AALBS:000113
KB672413	AALBS	CDS	1915761	1916153	.	-	0	AALB000113-RA	AALB000113-PA	AALB000113	AALBS:000113
KB672413	AALBS	CDS	1919388	1919515	.	+	0	AALB000114-RA	AALB000114-PA	AALB000114	AALBS:000114
KB672413	AALBS	CDS	1919593	1919814	.	+	1	AALB000114-RA	AALB000114-PA	AALB000114	AALBS:000114
KB672413	AALBS	CDS	1919882	1920027	.	+	1	AALB000114-RA	AALB000114-PA	AALB000114	AALBS:000114
KB672413	AALBS	CDS	1920094	1920326	.	+	2	AALB000114-RA	AALB000114-PA	AALB000114	AALBS:000114
KB672413	AALBS	CDS	1920392	1920784	.	+	0	AALB000114-RA	AALB000114-PA	AALB000114	AALBS:000114
KB672413	AALBS	CDS	1927708	1927826	.	+	0	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	1931246	1931493	.	+	1	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	1931592	1931767	.	+	2	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	1932203	1932452	.	+	0	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	1932637	1932783	.	+	2	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	1933290	1935652	.	+	2	AALB000115-RA	AALB000115-PA	AALB000115	AALBS:000115
KB672413	AALBS	CDS	2158163	2158165	.	+	0	AALB000124-RA	AALB000124-PA	AALB000124	AALBS:000124
KB672413	AALBS	CDS	2158222	2158466	.	+	0	AALB000124-RA	AALB000124-PA	AALB000124	AALBS:000124
KB672413	AALBS	CDS	2158527	2158711	.	+	1	AALB000124-RA	AALB000124-PA	AALB000124	AALBS:000124
KB672413	AALBS	CDS	2158772	2159928	.	+	2	AALB000124-RA	AALB000124-PA	AALB000124	AALBS:000124
KB672413	AALBS	CDS	2490331	2490377	.	-	0	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2489826	2490070	.	-	1	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2487421	2487632	.	-	2	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2487119	2487337	.	-	0	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2486880	2487049	.	-	0	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2486713	2486803	.	-	1	AALB000133-RA	AALB000133-PA	AALB000133	AALBS:000133
KB672413	AALBS	CDS	2506156	2506266	.	+	0	AALB000134-RA	AALB000134-PA	AALB000134	AALBS:000134
KB672413	AALBS	CDS	2506335	2507024	.	+	0	AALB000134-RA	AALB000134-PA	AALB000134	AALBS:000134
KB672413	AALBS	CDS	2507095	2507772	.	+	0	AALB000134-RA	AALB000134-PA	AALB000134	AALBS:000134
KB672413	AALBS	CDS	2507838	2508419	.	+	0	AALB000134-RA	AALB000134-PA	AALB000134	AALBS:000134
KB672413	AALBS	CDS	2855164	2855225	.	+	0	AALB000141-RA	AALB000141-PA	AALB000141	AALBS:000141
KB672413	AALBS	CDS	2855297	2855484	.	+	1	AALB000141-RA	AALB000141-PA	AALB000141	AALBS:000141
KB672413	AALBS	CDS	2855556	2855664	.	+	2	AALB000141-RA	AALB000141-PA	AALB000141	AALBS:000141
KB672413	AALBS	CDS	2855744	2856068	.	+	1	AALB000141-RA	AALB000141-PA	AALB000141	AALBS:000141
KB672413	AALBS	CDS	2856130	2856390	.	+	0	AALB000141-RA	AALB000141-PA	AALB000141	AALBS:000141
KB672413	AALBS	CDS	2864430	2864433	.	-	0	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2864194	2864277	.	-	2	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2863422	2863990	.	-	2	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2860975	2862938	.	-	0	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2860700	2860898	.	-	1	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2860345	2860614	.	-	0	AALB000142-RA	AALB000142-PA	AALB000142	AALBS:000142
KB672413	AALBS	CDS	2868016	2868214	.	+	0	AALB000143-RA	AALB000143-PA	AALB000143	AALBS:000143
KB672413	AALBS	CDS	2868433	2868837	.	+	2	AALB000143-RA	AALB000143-PA	AALB000143	AALBS:000143
KB672413	AALBS	CDS	2869054	2869430	.	+	2	AALB000143-RA	AALB000143-PA	AALB000143	AALBS:000143
KB672413	AALBS	CDS	2872605	2874527	.	-	0	AALB000144-RA	AALB000144-PA	AALB000144	AALBS:000144
KB672413	AALBS	CDS	2875528	2877675	.	+	0	AALB000145-RA	AALB000145-PA	AALB000145	AALBS:000145
KB672413	AALBS	CDS	2881738	2881749	.	-	0	AALB000146-RA	AALB000146-PA	AALB000146	AALBS:000146
KB672413	AALBS	CDS	2881393	2881602	.	-	0	AALB000146-RA	AALB000146-PA	AALB000146	AALBS:000146
KB672413	AALBS	CDS	2881116	2881324	.	-	0	AALB000146-RA	AALB000146-PA	AALB000146	AALBS:000146
KB672413	AALBS	CDS	2879177	2881031	.	-	1	AALB000146-RA	AALB000146-PA	AALB000146	AALBS:000146
KB672413	AALBS	CDS	2878776	2879102	.	-	0	AALB000146-RA	AALB000146-PA	AALB000146	AALBS:000146
KB672413	AALBS	CDS	3015877	3016094	.	+	0	AALB000147-RA	AALB000147-PA	AALB000147	AALBS:000147
KB672413	AALBS	CDS	3016168	3016431	.	+	1	AALB000147-RA	AALB000147-PA	AALB000147	AALBS:000147
KB672413	AALBS	CDS	3016497	3016725	.	+	1	AALB000147-RA	AALB000147-PA	AALB000147	AALBS:000147
KB672413	AALBS	CDS	3026448	3026515	.	+	0	AALB000148-RA	AALB000148-PA	AALB000148	AALBS:000148
KB672413	AALBS	CDS	3026611	3027876	.	+	1	AALB000148-RA	AALB000148-PA	AALB000148	AALBS:000148
KB672413	AALBS	CDS	3027960	3030180	.	+	1	AALB000148-RA	AALB000148-PA	AALB000148	AALBS:000148
KB672413	AALBS	CDS	3040724	3040764	.	-	0	AALB000150-RA	AALB000150-PA	AALB000150	AALBS:000150
KB672413	AALBS	CDS	3035559	3036413	.	-	1	AALB000150-RA	AALB000150-PA	AALB000150	AALBS:000150
KB672413	AALBS	CDS	3035172	3035472	.	-	1	AALB000150-RA	AALB000150-PA	AALB000150	AALBS:000150
KB672413	AALBS	CDS	3034963	3035079	.	-	0	AALB000150-RA	AALB000150-PA	AALB000150	AALBS:000150
KB672413	AALBS	CDS	3055687	3055889	.	-	0	AALB000152-RA	AALB000152-PA	AALB000152	AALBS:000152
KB672413	AALBS	CDS	3054867	3055112	.	-	1	AALB000152-RA	AALB000152-PA	AALB000152	AALBS:000152
KB672413	AALBS	CDS	3054188	3054802	.	-	1	AALB000152-RA	AALB000152-PA	AALB000152	AALBS:000152
KB672413	AALBS	CDS	3054047	3054122	.	-	1	AALB000152-RA	AALB000152-PA	AALB000152	AALBS:000152
KB672413	AALBS	CDS	3053866	3053973	.	-	0	AALB000152-RA	AALB000152-PA	AALB000152	AALBS:000152
KB672413	AALBS	CDS	3056304	3058457	.	+	0	AALB000153-RA	AALB000153-PA	AALB000153	AALBS:000153
KB672413	AALBS	CDS	3058550	3058831	.	+	0	AALB000153-RA	AALB000153-PA	AALB000153	AALBS:000153
KB672413	AALBS	CDS	3058897	3059127	.	+	0	AALB000153-RA	AALB000153-PA	AALB000153	AALBS:000153
KB672413	AALBS	CDS	3059936	3062407	.	-	0	AALB000154-RA	AALB000154-PA	AALB000154	AALBS:000154
KB672413	AALBS	CDS	3059705	3059859	.	-	0	AALB000154-RA	AALB000154-PA	AALB000154	AALBS:000154
KB672413	AALBS	CDS	3059488	3059635	.	-	1	AALB000154-RA	AALB000154-PA	AALB000154	AALBS:000154
KB672413	AALBS	CDS	3190967	3191120	.	+	0	AALB000161-RA	AALB000161-PA	AALB000161	AALBS:000161
KB672413	AALBS	CDS	3191243	3191326	.	+	2	AALB000161-RA	AALB000161-PA	AALB000161	AALBS:000161
KB672413	AALBS	CDS	3192024	3194686	.	+	2	AALB000161-RA	AALB000161-PA	AALB000161	AALBS:000161
KB672413	AALBS	CDS	3199692	3199952	.	+	0	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3202826	3202868	.	+	0	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3203589	3203869	.	+	2	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3206839	3207041	.	+	0	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3207134	3207242	.	+	1	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3207321	3207343	.	+	0	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3207665	3207830	.	+	1	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3207912	3209230	.	+	0	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3209293	3209501	.	+	1	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3209579	3210057	.	+	2	AALB000162-RA	AALB000162-PA	AALB000162	AALBS:000162
KB672413	AALBS	CDS	3486301	3486492	.	+	0	AALB000172-RA	AALB000172-PA	AALB000172	AALBS:000172
KB672413	AALBS	CDS	3487144	3487528	.	+	0	AALB000172-RA	AALB000172-PA	AALB000172	AALBS:000172
KB672413	AALBS	CDS	3488310	3490015	.	+	2	AALB000172-RA	AALB000172-PA	AALB000172	AALBS:000172
KB672413	AALBS	CDS	3491024	3493012	.	+	0	AALB000172-RA	AALB000172-PA	AALB000172	AALBS:000172
KB672413	AALBS	CDS	3493092	3495104	.	+	0	AALB000172-RA	AALB000172-PA	AALB000172	AALBS:000172
KB672413	AALBS	CDS	3517995	3518051	.	+	0	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3518115	3520855	.	+	0	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3520931	3521080	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3521159	3521252	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3522633	3522803	.	+	0	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3523113	3524390	.	+	0	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3524416	3525458	.	+	0	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3525631	3525789	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3525862	3525990	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3527656	3527861	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3528313	3528450	.	+	2	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3528519	3528710	.	+	2	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3528788	3528974	.	+	2	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3529059	3529452	.	+	1	AALB000174-RA	AALB000174-PA	AALB000174	AALBS:000174
KB672413	AALBS	CDS	3530690	3530839	.	+	0	AALB000175-RA	AALB000175-PA	AALB000175	AALBS:000175
KB672413	AALBS	CDS	3531839	3532260	.	+	0	AALB000175-RA	AALB000175-PA	AALB000175	AALBS:000175
KB672413	AALBS	CDS	3532334	3532661	.	+	1	AALB000175-RA	AALB000175-PA	AALB000175	AALBS:000175
KB672413	AALBS	CDS	3532731	3532841	.	+	0	AALB000175-RA	AALB000175-PA	AALB000175	AALBS:000175
KB672413	AALBS	CDS	3532919	3533074	.	+	0	AALB000175-RA	AALB000175-PA	AALB000175	AALBS:000175
KB672413	AALBS	CDS	3541001	3541053	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3540437	3540602	.	-	1	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3540097	3540356	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3539629	3540013	.	-	1	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3538637	3539545	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3537814	3538548	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3537125	3537718	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3536375	3537053	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3535906	3536316	.	-	2	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3535666	3535836	.	-	2	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3535553	3535584	.	-	2	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3534910	3535050	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3534502	3534816	.	-	0	AALB000176-RA	AALB000176-PA	AALB000176	AALBS:000176
KB672413	AALBS	CDS	3544430	3544517	.	-	0	AALB000178-RA	AALB000178-PA	AALB000178	AALBS:000178
KB672413	AALBS	CDS	3542460	3544372	.	-	2	AALB000178-RA	AALB000178-PA	AALB000178	AALBS:000178
KB672413	AALBS	CDS	3544825	3545361	.	+	0	AALB000179-RA	AALB000179-PA	AALB000179	AALBS:000179
KB672413	AALBS	CDS	3545434	3545868	.	+	0	AALB000179-RA	AALB000179-PA	AALB000179	AALBS:000179
KB672413	AALBS	CDS	3545981	3546115	.	+	0	AALB000179-RA	AALB000179-PA	AALB000179	AALBS:000179
KB672413	AALBS	CDS	3654361	3654504	.	+	0	AALB000180-RA	AALB000180-PA	AALB000180	AALBS:000180
KB672413	AALBS	CDS	3655183	3656793	.	+	0	AALB000180-RA	AALB000180-PA	AALB000180	AALBS:000180
KB672413	AALBS	CDS	3656874	3657656	.	+	0	AALB000180-RA	AALB000180-PA	AALB000180	AALBS:000180
KB672413	AALBS	CDS	3658026	3658439	.	+	0	AALB000180-RA	AALB000180-PA	AALB000180	AALBS:000180
KB672413	AALBS	CDS	3893669	3895384	.	+	0	AALB000181-RA	AALB000181-PA	AALB000181	AALBS:000181
KB672413	AALBS	CDS	3901426	3901607	.	-	0	AALB000182-RA	AALB000182-PA	AALB000182	AALBS:000182
KB672413	AALBS	CDS	3900324	3901359	.	-	1	AALB000182-RA	AALB000182-PA	AALB000182	AALBS:000182
KB672413	AALBS	CDS	3900154	3900255	.	-	0	AALB000182-RA	AALB000182-PA	AALB000182	AALBS:000182
KB672413	AALBS	CDS	3899352	3900080	.	-	0	AALB000182-RA	AALB000182-PA	AALB000182	AALBS:000182
KB672413	AALBS	CDS	3918662	3918813	.	+	0	AALB000183-RA	AALB000183-PA	AALB000183	AALBS:000183
KB672413	AALBS	CDS	3918888	3919016	.	+	1	AALB000183-RA	AALB000183-PA	AALB000183	AALBS:000183
KB672413	AALBS	CDS	3919272	3919369	.	+	1	AALB000183-RA	AALB000183-PA	AALB000183	AALBS:000183
KB672413	AALBS	CDS	3919442	3919644	.	+	2	AALB000183-RA	AALB000183-PA	AALB000183	AALBS:000183
KB672413	AALBS	CDS	3923673	3923812	.	+	0	AALB000184-RA	AALB000184-PA	AALB000184	AALBS:000184
KB672413	AALBS	CDS	3925301	3926725	.	+	1	AALB000184-RA	AALB000184-PA	AALB000184	AALBS:000184
KB672413	AALBS	CDS	3926805	3927132	.	+	1	AALB000184-RA	AALB000184-PA	AALB000184	AALBS:000184
KB672413	AALBS	CDS	3927206	3927499	.	+	0	AALB000184-RA	AALB000184-PA	AALB000184	AALBS:000184
KB672413	AALBS	CDS	3927585	3927851	.	+	0	AALB000184-RA	AALB000184-PA	AALB000184	AALBS:000184
KB672413	AALBS	CDS	3942764	3942898	.	+	0	AALB000186-RA	AALB000186-PA	AALB000186	AALBS:000186
KB672413	AALBS	CDS	3943002	3943160	.	+	0	AALB000186-RA	AALB000186-PA	AALB000186	AALBS:000186
KB672413	AALBS	CDS	3944425	3944767	.	+	0	AALB000186-RA	AALB000186-PA	AALB000186	AALBS:000186
KB672413	AALBS	CDS	3946574	3946809	.	+	2	AALB000186-RA	AALB000186-PA	AALB000186	AALBS:000186
KB672413	AALBS	CDS	3949167	3949978	.	-	0	AALB000187-RA	AALB000187-PA	AALB000187	AALBS:000187
